trade_date,industry_code,factor,total,non_missing,coverage
2022-07-28,CONSUMER,profit_yoy,10,10,1.0
2022-07-28,ENERGY,profit_yoy,10,10,1.0
2022-07-28,HEALTH,profit_yoy,10,10,1.0
2022-07-28,INDUSTRIAL,profit_yoy,10,10,1.0
2022-07-28,TECH,profit_yoy,10,10,1.0
2022-07-29,BANK,profit_yoy,10,10,1.0
2022-07-29,CONSUMER,profit_yoy,10,10,1.0
2022-07-29,ENERGY,profit_yoy,10,10,1.0
2022-07-29,HEALTH,profit_yoy,10,10,1.0
2022-07-29,INDUSTRIAL,profit_yoy,10,10,1.0
2022-07-29,TECH,profit_yoy,10,10,1.0
2022-08-01,BANK,profit_yoy,10,10,1.0
2022-08-01,CONSUMER,profit_yoy,10,10,1.0
2022-08-01,ENERGY,profit_yoy,10,10,1.0
2022-08-01,HEALTH,profit_yoy,10,10,1.0
2022-08-01,INDUSTRIAL,profit_yoy,10,10,1.0
2022-08-01,TECH,profit_yoy,10,10,1.0
2022-08-02,BANK,profit_yoy,10,10,1.0
2022-08-02,CONSUMER,profit_yoy,10,10,1.0
2022-08-02,ENERGY,profit_yoy,10,10,1.0
2022-08-02,HEALTH,profit_yoy,10,10,1.0
2022-08-02,INDUSTRIAL,profit_yoy,10,10,1.0
2022-08-02,TECH,profit_yoy,10,10,1.0
2022-08-03,BANK,profit_yoy,10,10,1.0
2022-08-03,CONSUMER,profit_yoy,10,10,1.0
2022-08-03,ENERGY,profit_yoy,10,10,1.0
2022-08-03,HEALTH,profit_yoy,10,10,1.0
2022-08-03,INDUSTRIAL,profit_yoy,10,10,1.0
2022-08-03,TECH,profit_yoy,10,10,1.0
2022-08-04,BANK,profit_yoy,10,10,1.0
2022-08-04,CONSUMER,profit_yoy,10,10,1.0
2022-08-04,ENERGY,profit_yoy,10,10,1.0
2022-08-04,HEALTH,profit_yoy,10,10,1.0
2022-08-04,INDUSTRIAL,profit_yoy,10,10,1.0
2022-08-04,TECH,profit_yoy,10,10,1.0
2022-08-05,BANK,profit_yoy,10,10,1.0
2022-08-05,CONSUMER,profit_yoy,10,10,1.0
2022-08-05,ENERGY,profit_yoy,10,10,1.0
2022-08-05,HEALTH,profit_yoy,10,10,1.0
2022-08-05,INDUSTRIAL,profit_yoy,10,10,1.0
2022-08-05,TECH,profit_yoy,10,10,1.0
2022-08-08,BANK,profit_yoy,10,10,1.0
2022-08-08,CONSUMER,profit_yoy,10,10,1.0
2022-08-08,ENERGY,profit_yoy,10,10,1.0
2022-08-08,HEALTH,profit_yoy,10,10,1.0
2022-08-08,INDUSTRIAL,profit_yoy,10,10,1.0
2022-08-08,TECH,profit_yoy,10,10,1.0
2022-08-09,BANK,profit_yoy,10,10,1.0
2022-08-09,CONSUMER,profit_yoy,10,10,1.0
2022-08-09,ENERGY,profit_yoy,10,10,1.0
2022-08-09,HEALTH,profit_yoy,10,10,1.0
2022-08-09,INDUSTRIAL,profit_yoy,10,10,1.0
2022-08-09,TECH,profit_yoy,10,10,1.0
2022-08-10,BANK,profit_yoy,10,10,1.0
2022-08-10,CONSUMER,profit_yoy,10,10,1.0
2022-08-10,ENERGY,profit_yoy,10,10,1.0
2022-08-10,HEALTH,profit_yoy,10,10,1.0
2022-08-10,INDUSTRIAL,profit_yoy,10,10,1.0
2022-08-10,TECH,profit_yoy,10,10,1.0
2022-08-11,BANK,profit_yoy,10,10,1.0
2022-08-11,CONSUMER,profit_yoy,10,10,1.0
2022-08-11,ENERGY,profit_yoy,10,10,1.0
2022-08-11,HEALTH,profit_yoy,10,10,1.0
2022-08-11,INDUSTRIAL,profit_yoy,10,10,1.0
2022-08-11,TECH,profit_yoy,10,10,1.0
2022-08-12,BANK,profit_yoy,10,10,1.0
2022-08-12,CONSUMER,profit_yoy,10,10,1.0
2022-08-12,ENERGY,profit_yoy,10,10,1.0
2022-08-12,HEALTH,profit_yoy,10,10,1.0
2022-08-12,INDUSTRIAL,profit_yoy,10,10,1.0
2022-08-12,TECH,profit_yoy,10,10,1.0
2022-08-15,BANK,profit_yoy,10,10,1.0
2022-08-15,CONSUMER,profit_yoy,10,10,1.0
2022-08-15,ENERGY,profit_yoy,10,10,1.0
2022-08-15,HEALTH,profit_yoy,10,10,1.0
2022-08-15,INDUSTRIAL,profit_yoy,10,10,1.0
2022-08-15,TECH,profit_yoy,10,10,1.0
2022-08-16,BANK,profit_yoy,10,10,1.0
2022-08-16,CONSUMER,profit_yoy,10,10,1.0
2022-08-16,ENERGY,profit_yoy,10,10,1.0
2022-08-16,HEALTH,profit_yoy,10,10,1.0
2022-08-16,INDUSTRIAL,profit_yoy,10,10,1.0
2022-08-16,TECH,profit_yoy,10,10,1.0
2022-08-17,BANK,profit_yoy,10,10,1.0
2022-08-17,CONSUMER,profit_yoy,10,10,1.0
2022-08-17,ENERGY,profit_yoy,10,10,1.0
2022-08-17,HEALTH,profit_yoy,10,10,1.0
2022-08-17,INDUSTRIAL,profit_yoy,10,10,1.0
2022-08-17,TECH,profit_yoy,10,10,1.0
2022-08-18,BANK,profit_yoy,10,10,1.0
2022-08-18,CONSUMER,profit_yoy,10,10,1.0
2022-08-18,ENERGY,profit_yoy,10,10,1.0
2022-08-18,HEALTH,profit_yoy,10,10,1.0
2022-08-18,INDUSTRIAL,profit_yoy,10,10,1.0
2022-08-18,TECH,profit_yoy,10,10,1.0
2022-08-19,BANK,profit_yoy,10,10,1.0
2022-08-19,CONSUMER,profit_yoy,10,10,1.0
2022-08-19,ENERGY,profit_yoy,10,10,1.0
2022-08-19,HEALTH,profit_yoy,10,10,1.0
2022-08-19,INDUSTRIAL,profit_yoy,10,10,1.0
2022-08-19,TECH,profit_yoy,10,10,1.0
2022-08-22,BANK,profit_yoy,10,10,1.0
2022-08-22,CONSUMER,profit_yoy,10,10,1.0
2022-08-22,ENERGY,profit_yoy,10,10,1.0
2022-08-22,HEALTH,profit_yoy,10,10,1.0
2022-08-22,INDUSTRIAL,profit_yoy,10,10,1.0
2022-08-22,TECH,profit_yoy,10,10,1.0
2022-08-23,BANK,profit_yoy,10,10,1.0
2022-08-23,CONSUMER,profit_yoy,10,10,1.0
2022-08-23,ENERGY,profit_yoy,10,10,1.0
2022-08-23,HEALTH,profit_yoy,10,10,1.0
2022-08-23,INDUSTRIAL,profit_yoy,10,10,1.0
2022-08-23,TECH,profit_yoy,10,10,1.0
2022-08-24,BANK,profit_yoy,10,10,1.0
2022-08-24,CONSUMER,profit_yoy,10,10,1.0
2022-08-24,ENERGY,profit_yoy,10,10,1.0
2022-08-24,HEALTH,profit_yoy,10,10,1.0
2022-08-24,INDUSTRIAL,profit_yoy,10,10,1.0
2022-08-24,TECH,profit_yoy,10,10,1.0
2022-08-25,BANK,profit_yoy,10,10,1.0
2022-08-25,CONSUMER,profit_yoy,10,10,1.0
2022-08-25,ENERGY,profit_yoy,10,10,1.0
2022-08-25,HEALTH,profit_yoy,10,10,1.0
2022-08-25,INDUSTRIAL,profit_yoy,10,10,1.0
2022-08-25,TECH,profit_yoy,10,10,1.0
2022-08-26,BANK,profit_yoy,10,10,1.0
2022-08-26,CONSUMER,profit_yoy,10,10,1.0
2022-08-26,ENERGY,profit_yoy,10,10,1.0
2022-08-26,HEALTH,profit_yoy,10,10,1.0
2022-08-26,INDUSTRIAL,profit_yoy,10,10,1.0
2022-08-26,TECH,profit_yoy,10,10,1.0
2022-08-29,BANK,profit_yoy,10,10,1.0
2022-08-29,CONSUMER,profit_yoy,10,10,1.0
2022-08-29,ENERGY,profit_yoy,10,10,1.0
2022-08-29,HEALTH,profit_yoy,10,10,1.0
2022-08-29,INDUSTRIAL,profit_yoy,10,10,1.0
2022-08-29,TECH,profit_yoy,10,10,1.0
2022-08-30,BANK,profit_yoy,10,10,1.0
2022-08-30,CONSUMER,profit_yoy,10,10,1.0
2022-08-30,ENERGY,profit_yoy,10,10,1.0
2022-08-30,HEALTH,profit_yoy,10,10,1.0
2022-08-30,INDUSTRIAL,profit_yoy,10,10,1.0
2022-08-30,TECH,profit_yoy,10,10,1.0
2022-08-31,BANK,profit_yoy,10,10,1.0
2022-08-31,CONSUMER,profit_yoy,10,10,1.0
2022-08-31,ENERGY,profit_yoy,10,10,1.0
2022-08-31,HEALTH,profit_yoy,10,10,1.0
2022-08-31,INDUSTRIAL,profit_yoy,10,10,1.0
2022-08-31,TECH,profit_yoy,10,10,1.0
2022-09-01,BANK,profit_yoy,10,10,1.0
2022-09-01,CONSUMER,profit_yoy,10,10,1.0
2022-09-01,ENERGY,profit_yoy,10,10,1.0
2022-09-01,HEALTH,profit_yoy,10,10,1.0
2022-09-01,INDUSTRIAL,profit_yoy,10,10,1.0
2022-09-01,TECH,profit_yoy,10,10,1.0
2022-09-02,BANK,profit_yoy,10,10,1.0
2022-09-02,CONSUMER,profit_yoy,10,10,1.0
2022-09-02,ENERGY,profit_yoy,10,10,1.0
2022-09-02,HEALTH,profit_yoy,10,10,1.0
2022-09-02,INDUSTRIAL,profit_yoy,10,10,1.0
2022-09-02,TECH,profit_yoy,10,10,1.0
2022-09-05,BANK,profit_yoy,10,10,1.0
2022-09-05,CONSUMER,profit_yoy,10,10,1.0
2022-09-05,ENERGY,profit_yoy,10,10,1.0
2022-09-05,HEALTH,profit_yoy,10,10,1.0
2022-09-05,INDUSTRIAL,profit_yoy,10,10,1.0
2022-09-05,TECH,profit_yoy,10,10,1.0
2022-09-06,BANK,profit_yoy,10,10,1.0
2022-09-06,CONSUMER,profit_yoy,10,10,1.0
2022-09-06,ENERGY,profit_yoy,10,10,1.0
2022-09-06,HEALTH,profit_yoy,10,10,1.0
2022-09-06,INDUSTRIAL,profit_yoy,10,10,1.0
2022-09-06,TECH,profit_yoy,10,10,1.0
2022-09-07,BANK,profit_yoy,10,10,1.0
2022-09-07,CONSUMER,profit_yoy,10,10,1.0
2022-09-07,ENERGY,profit_yoy,10,10,1.0
2022-09-07,HEALTH,profit_yoy,10,10,1.0
2022-09-07,INDUSTRIAL,profit_yoy,10,10,1.0
2022-09-07,TECH,profit_yoy,10,10,1.0
2022-09-08,BANK,profit_yoy,10,10,1.0
2022-09-08,CONSUMER,profit_yoy,10,10,1.0
2022-09-08,ENERGY,profit_yoy,10,10,1.0
2022-09-08,HEALTH,profit_yoy,10,10,1.0
2022-09-08,INDUSTRIAL,profit_yoy,10,10,1.0
2022-09-08,TECH,profit_yoy,10,10,1.0
2022-09-09,BANK,profit_yoy,10,10,1.0
2022-09-09,CONSUMER,profit_yoy,10,10,1.0
2022-09-09,ENERGY,profit_yoy,10,10,1.0
2022-09-09,HEALTH,profit_yoy,10,10,1.0
2022-09-09,INDUSTRIAL,profit_yoy,10,10,1.0
2022-09-09,TECH,profit_yoy,10,10,1.0
2022-06-20,BANK,roe_delta,10,10,1.0
2022-06-20,CONSUMER,roe_delta,10,10,1.0
2022-06-20,ENERGY,roe_delta,10,10,1.0
2022-06-20,HEALTH,roe_delta,10,10,1.0
2022-06-20,INDUSTRIAL,roe_delta,10,10,1.0
2022-06-20,TECH,roe_delta,10,10,1.0
2022-06-21,BANK,roe_delta,10,10,1.0
2022-06-21,CONSUMER,roe_delta,10,10,1.0
2022-06-21,ENERGY,roe_delta,10,10,1.0
2022-06-21,HEALTH,roe_delta,10,10,1.0
2022-06-21,INDUSTRIAL,roe_delta,10,10,1.0
2022-06-21,TECH,roe_delta,10,10,1.0
2022-06-22,BANK,roe_delta,10,10,1.0
2022-06-22,CONSUMER,roe_delta,10,10,1.0
2022-06-22,ENERGY,roe_delta,10,10,1.0
2022-06-22,HEALTH,roe_delta,10,10,1.0
2022-06-22,INDUSTRIAL,roe_delta,10,10,1.0
2022-06-22,TECH,roe_delta,10,10,1.0
2022-06-23,BANK,roe_delta,10,10,1.0
2022-06-23,CONSUMER,roe_delta,10,10,1.0
2022-06-23,ENERGY,roe_delta,10,10,1.0
2022-06-23,HEALTH,roe_delta,10,10,1.0
2022-06-23,INDUSTRIAL,roe_delta,10,10,1.0
2022-06-23,TECH,roe_delta,10,10,1.0
2022-06-24,BANK,roe_delta,10,10,1.0
2022-06-24,CONSUMER,roe_delta,10,10,1.0
2022-06-24,ENERGY,roe_delta,10,10,1.0
2022-06-24,HEALTH,roe_delta,10,10,1.0
2022-06-24,INDUSTRIAL,roe_delta,10,10,1.0
2022-06-24,TECH,roe_delta,10,10,1.0
2022-06-27,BANK,roe_delta,10,10,1.0
2022-06-27,CONSUMER,roe_delta,10,10,1.0
2022-06-27,ENERGY,roe_delta,10,10,1.0
2022-06-27,HEALTH,roe_delta,10,10,1.0
2022-06-27,INDUSTRIAL,roe_delta,10,10,1.0
2022-06-27,TECH,roe_delta,10,10,1.0
2022-06-28,BANK,roe_delta,10,10,1.0
2022-06-28,CONSUMER,roe_delta,10,10,1.0
2022-06-28,ENERGY,roe_delta,10,10,1.0
2022-06-28,HEALTH,roe_delta,10,10,1.0
2022-06-28,INDUSTRIAL,roe_delta,10,10,1.0
2022-06-28,TECH,roe_delta,10,10,1.0
2022-06-29,BANK,roe_delta,10,10,1.0
2022-06-29,CONSUMER,roe_delta,10,10,1.0
2022-06-29,ENERGY,roe_delta,10,10,1.0
2022-06-29,HEALTH,roe_delta,10,10,1.0
2022-06-29,INDUSTRIAL,roe_delta,10,10,1.0
2022-06-29,TECH,roe_delta,10,10,1.0
2022-06-30,BANK,roe_delta,10,10,1.0
2022-06-30,CONSUMER,roe_delta,10,10,1.0
2022-06-30,ENERGY,roe_delta,10,10,1.0
2022-06-30,HEALTH,roe_delta,10,10,1.0
2022-06-30,INDUSTRIAL,roe_delta,10,10,1.0
2022-06-30,TECH,roe_delta,10,10,1.0
2022-07-01,BANK,roe_delta,10,10,1.0
2022-07-01,CONSUMER,roe_delta,10,10,1.0
2022-07-01,ENERGY,roe_delta,10,10,1.0
2022-07-01,HEALTH,roe_delta,10,10,1.0
2022-07-01,INDUSTRIAL,roe_delta,10,10,1.0
2022-07-01,TECH,roe_delta,10,10,1.0
2022-07-04,BANK,roe_delta,10,10,1.0
2022-07-04,CONSUMER,roe_delta,10,10,1.0
2022-07-04,ENERGY,roe_delta,10,10,1.0
2022-07-04,HEALTH,roe_delta,10,10,1.0
2022-07-04,INDUSTRIAL,roe_delta,10,10,1.0
2022-07-04,TECH,roe_delta,10,10,1.0
2022-07-05,BANK,roe_delta,10,10,1.0
2022-07-05,CONSUMER,roe_delta,10,10,1.0
2022-07-05,ENERGY,roe_delta,10,10,1.0
2022-07-05,HEALTH,roe_delta,10,10,1.0
2022-07-05,INDUSTRIAL,roe_delta,10,10,1.0
2022-07-05,TECH,roe_delta,10,10,1.0
2022-07-06,BANK,roe_delta,10,10,1.0
2022-07-06,CONSUMER,roe_delta,10,10,1.0
2022-07-06,ENERGY,roe_delta,10,10,1.0
2022-07-06,HEALTH,roe_delta,10,10,1.0
2022-07-06,INDUSTRIAL,roe_delta,10,10,1.0
2022-07-06,TECH,roe_delta,10,10,1.0
2022-07-07,BANK,roe_delta,10,10,1.0
2022-07-07,CONSUMER,roe_delta,10,10,1.0
2022-07-07,ENERGY,roe_delta,10,10,1.0
2022-07-07,HEALTH,roe_delta,10,10,1.0
2022-07-07,INDUSTRIAL,roe_delta,10,10,1.0
2022-07-07,TECH,roe_delta,10,10,1.0
2022-07-08,BANK,roe_delta,10,10,1.0
2022-07-08,CONSUMER,roe_delta,10,10,1.0
2022-07-08,ENERGY,roe_delta,10,10,1.0
2022-07-08,HEALTH,roe_delta,10,10,1.0
2022-07-08,INDUSTRIAL,roe_delta,10,10,1.0
2022-07-08,TECH,roe_delta,10,10,1.0
2022-07-11,BANK,roe_delta,10,10,1.0
2022-07-11,CONSUMER,roe_delta,10,10,1.0
2022-07-11,ENERGY,roe_delta,10,10,1.0
2022-07-11,HEALTH,roe_delta,10,10,1.0
2022-07-11,INDUSTRIAL,roe_delta,10,10,1.0
2022-07-11,TECH,roe_delta,10,10,1.0
2022-07-12,BANK,roe_delta,10,10,1.0
2022-07-12,CONSUMER,roe_delta,10,10,1.0
2022-07-12,ENERGY,roe_delta,10,10,1.0
2022-07-12,HEALTH,roe_delta,10,10,1.0
2022-07-12,INDUSTRIAL,roe_delta,10,10,1.0
2022-07-12,TECH,roe_delta,10,10,1.0
2022-07-13,BANK,roe_delta,10,10,1.0
2022-07-13,CONSUMER,roe_delta,10,10,1.0
2022-07-13,ENERGY,roe_delta,10,10,1.0
2022-07-13,HEALTH,roe_delta,10,10,1.0
2022-07-13,INDUSTRIAL,roe_delta,10,10,1.0
2022-07-13,TECH,roe_delta,10,10,1.0
2022-07-14,BANK,roe_delta,10,10,1.0
2022-07-14,CONSUMER,roe_delta,10,10,1.0
2022-07-14,ENERGY,roe_delta,10,10,1.0
2022-07-14,HEALTH,roe_delta,10,10,1.0
2022-07-14,INDUSTRIAL,roe_delta,10,10,1.0
2022-07-14,TECH,roe_delta,10,10,1.0
2022-07-15,BANK,roe_delta,10,10,1.0
2022-07-15,CONSUMER,roe_delta,10,10,1.0
2022-07-15,ENERGY,roe_delta,10,10,1.0
2022-07-15,HEALTH,roe_delta,10,10,1.0
2022-07-15,INDUSTRIAL,roe_delta,10,10,1.0
2022-07-15,TECH,roe_delta,10,10,1.0
2022-07-18,BANK,roe_delta,10,10,1.0
2022-07-18,CONSUMER,roe_delta,10,10,1.0
2022-07-18,ENERGY,roe_delta,10,10,1.0
2022-07-18,HEALTH,roe_delta,10,10,1.0
2022-07-18,INDUSTRIAL,roe_delta,10,10,1.0
2022-07-18,TECH,roe_delta,10,10,1.0
2022-07-19,BANK,roe_delta,10,10,1.0
2022-07-19,CONSUMER,roe_delta,10,10,1.0
2022-07-19,ENERGY,roe_delta,10,10,1.0
2022-07-19,HEALTH,roe_delta,10,10,1.0
2022-07-19,INDUSTRIAL,roe_delta,10,10,1.0
2022-07-19,TECH,roe_delta,10,10,1.0
2022-07-20,BANK,roe_delta,10,10,1.0
2022-07-20,CONSUMER,roe_delta,10,10,1.0
2022-07-20,ENERGY,roe_delta,10,10,1.0
2022-07-20,HEALTH,roe_delta,10,10,1.0
2022-07-20,INDUSTRIAL,roe_delta,10,10,1.0
2022-07-20,TECH,roe_delta,10,10,1.0
2022-07-21,BANK,roe_delta,10,10,1.0
2022-07-21,CONSUMER,roe_delta,10,10,1.0
2022-07-21,ENERGY,roe_delta,10,10,1.0
2022-07-21,HEALTH,roe_delta,10,10,1.0
2022-07-21,INDUSTRIAL,roe_delta,10,10,1.0
2022-07-21,TECH,roe_delta,10,10,1.0
2022-07-22,BANK,roe_delta,10,10,1.0
2022-07-22,CONSUMER,roe_delta,10,10,1.0
2022-07-22,ENERGY,roe_delta,10,10,1.0
2022-07-22,HEALTH,roe_delta,10,10,1.0
2022-07-22,INDUSTRIAL,roe_delta,10,10,1.0
2022-07-22,TECH,roe_delta,10,10,1.0
2022-07-25,BANK,roe_delta,10,10,1.0
2022-07-25,CONSUMER,roe_delta,10,10,1.0
2022-07-25,ENERGY,roe_delta,10,10,1.0
2022-07-25,HEALTH,roe_delta,10,10,1.0
2022-07-25,INDUSTRIAL,roe_delta,10,10,1.0
2022-07-25,TECH,roe_delta,10,10,1.0
2022-07-26,BANK,roe_delta,10,10,1.0
2022-07-26,CONSUMER,roe_delta,10,10,1.0
2022-07-26,ENERGY,roe_delta,10,10,1.0
2022-07-26,HEALTH,roe_delta,10,10,1.0
2022-07-26,INDUSTRIAL,roe_delta,10,10,1.0
2022-07-26,TECH,roe_delta,10,10,1.0
2022-07-27,BANK,roe_delta,10,10,1.0
2022-07-27,CONSUMER,roe_delta,10,10,1.0
2022-07-27,ENERGY,roe_delta,10,10,1.0
2022-07-27,HEALTH,roe_delta,10,10,1.0
2022-07-27,INDUSTRIAL,roe_delta,10,10,1.0
2022-07-27,TECH,roe_delta,10,10,1.0
2022-07-28,BANK,roe_delta,10,10,1.0
2022-07-28,CONSUMER,roe_delta,10,10,1.0
2022-07-28,ENERGY,roe_delta,10,10,1.0
2022-07-28,HEALTH,roe_delta,10,10,1.0
2022-07-28,INDUSTRIAL,roe_delta,10,10,1.0
2022-07-28,TECH,roe_delta,10,10,1.0
2022-07-29,BANK,roe_delta,10,10,1.0
2022-07-29,CONSUMER,roe_delta,10,10,1.0
2022-07-29,ENERGY,roe_delta,10,10,1.0
2022-07-29,HEALTH,roe_delta,10,10,1.0
2022-07-29,INDUSTRIAL,roe_delta,10,10,1.0
2022-07-29,TECH,roe_delta,10,10,1.0
2022-08-01,BANK,roe_delta,10,10,1.0
2022-08-01,CONSUMER,roe_delta,10,10,1.0
2022-08-01,ENERGY,roe_delta,10,10,1.0
2022-08-01,HEALTH,roe_delta,10,10,1.0
2022-08-01,INDUSTRIAL,roe_delta,10,10,1.0
2022-08-01,TECH,roe_delta,10,10,1.0
2022-08-02,BANK,roe_delta,10,10,1.0
2022-08-02,CONSUMER,roe_delta,10,10,1.0
2022-08-02,ENERGY,roe_delta,10,10,1.0
2022-08-02,HEALTH,roe_delta,10,10,1.0
2022-08-02,INDUSTRIAL,roe_delta,10,10,1.0
2022-08-02,TECH,roe_delta,10,10,1.0
2022-08-03,BANK,roe_delta,10,10,1.0
2022-08-03,CONSUMER,roe_delta,10,10,1.0
2022-08-03,ENERGY,roe_delta,10,10,1.0
2022-08-03,HEALTH,roe_delta,10,10,1.0
2022-08-03,INDUSTRIAL,roe_delta,10,10,1.0
2022-08-03,TECH,roe_delta,10,10,1.0
2022-08-04,BANK,roe_delta,10,10,1.0
2022-08-04,CONSUMER,roe_delta,10,10,1.0
2022-08-04,ENERGY,roe_delta,10,10,1.0
2022-08-04,HEALTH,roe_delta,10,10,1.0
2022-08-04,INDUSTRIAL,roe_delta,10,10,1.0
2022-08-04,TECH,roe_delta,10,10,1.0
2022-08-05,BANK,roe_delta,10,10,1.0
2022-08-05,CONSUMER,roe_delta,10,10,1.0
2022-08-05,ENERGY,roe_delta,10,10,1.0
2022-08-05,HEALTH,roe_delta,10,10,1.0
2022-08-05,INDUSTRIAL,roe_delta,10,10,1.0
2022-08-05,TECH,roe_delta,10,10,1.0
2022-08-08,BANK,roe_delta,10,10,1.0
2022-08-08,CONSUMER,roe_delta,10,10,1.0
2022-08-08,ENERGY,roe_delta,10,10,1.0
2022-08-08,HEALTH,roe_delta,10,10,1.0
2022-08-08,INDUSTRIAL,roe_delta,10,10,1.0
2022-08-08,TECH,roe_delta,10,10,1.0
2022-08-09,BANK,roe_delta,10,10,1.0
2022-08-09,CONSUMER,roe_delta,10,10,1.0
2022-08-09,ENERGY,roe_delta,10,10,1.0
2022-08-09,HEALTH,roe_delta,10,10,1.0
2022-08-09,INDUSTRIAL,roe_delta,10,10,1.0
2022-08-09,TECH,roe_delta,10,10,1.0
2022-08-10,BANK,roe_delta,10,10,1.0
2022-08-10,CONSUMER,roe_delta,10,10,1.0
2022-08-10,ENERGY,roe_delta,10,10,1.0
2022-08-10,HEALTH,roe_delta,10,10,1.0
2022-08-10,INDUSTRIAL,roe_delta,10,10,1.0
2022-08-10,TECH,roe_delta,10,10,1.0
2022-08-11,BANK,roe_delta,10,10,1.0
2022-08-11,CONSUMER,roe_delta,10,10,1.0
2022-08-11,ENERGY,roe_delta,10,10,1.0
2022-08-11,HEALTH,roe_delta,10,10,1.0
2022-08-11,INDUSTRIAL,roe_delta,10,10,1.0
2022-08-11,TECH,roe_delta,10,10,1.0
2022-08-12,BANK,roe_delta,10,10,1.0
2022-08-12,CONSUMER,roe_delta,10,10,1.0
2022-08-12,ENERGY,roe_delta,10,10,1.0
2022-08-12,HEALTH,roe_delta,10,10,1.0
2022-08-12,INDUSTRIAL,roe_delta,10,10,1.0
2022-08-12,TECH,roe_delta,10,10,1.0
2022-08-15,BANK,roe_delta,10,10,1.0
2022-08-15,CONSUMER,roe_delta,10,10,1.0
2022-08-15,ENERGY,roe_delta,10,10,1.0
2022-08-15,HEALTH,roe_delta,10,10,1.0
2022-08-15,INDUSTRIAL,roe_delta,10,10,1.0
2022-08-15,TECH,roe_delta,10,10,1.0
2022-08-16,BANK,roe_delta,10,10,1.0
2022-08-16,CONSUMER,roe_delta,10,10,1.0
2022-08-16,ENERGY,roe_delta,10,10,1.0
2022-08-16,HEALTH,roe_delta,10,10,1.0
2022-08-16,INDUSTRIAL,roe_delta,10,10,1.0
2022-08-16,TECH,roe_delta,10,10,1.0
2022-08-17,BANK,roe_delta,10,10,1.0
2022-08-17,CONSUMER,roe_delta,10,10,1.0
2022-08-17,ENERGY,roe_delta,10,10,1.0
2022-08-17,HEALTH,roe_delta,10,10,1.0
2022-08-17,INDUSTRIAL,roe_delta,10,10,1.0
2022-08-17,TECH,roe_delta,10,10,1.0
2022-08-18,BANK,roe_delta,10,10,1.0
2022-08-18,CONSUMER,roe_delta,10,10,1.0
2022-08-18,ENERGY,roe_delta,10,10,1.0
2022-08-18,HEALTH,roe_delta,10,10,1.0
2022-08-18,INDUSTRIAL,roe_delta,10,10,1.0
2022-08-18,TECH,roe_delta,10,10,1.0
2022-08-19,BANK,roe_delta,10,10,1.0
2022-08-19,CONSUMER,roe_delta,10,10,1.0
2022-08-19,ENERGY,roe_delta,10,10,1.0
2022-08-19,HEALTH,roe_delta,10,10,1.0
2022-08-19,INDUSTRIAL,roe_delta,10,10,1.0
2022-08-19,TECH,roe_delta,10,10,1.0
2022-08-22,BANK,roe_delta,10,10,1.0
2022-08-22,CONSUMER,roe_delta,10,10,1.0
2022-08-22,ENERGY,roe_delta,10,10,1.0
2022-08-22,HEALTH,roe_delta,10,10,1.0
2022-08-22,INDUSTRIAL,roe_delta,10,10,1.0
2022-08-22,TECH,roe_delta,10,10,1.0
2022-08-23,BANK,roe_delta,10,10,1.0
2022-08-23,CONSUMER,roe_delta,10,10,1.0
2022-08-23,ENERGY,roe_delta,10,10,1.0
2022-08-23,HEALTH,roe_delta,10,10,1.0
2022-08-23,INDUSTRIAL,roe_delta,10,10,1.0
2022-08-23,TECH,roe_delta,10,10,1.0
2022-08-24,BANK,roe_delta,10,10,1.0
2022-08-24,CONSUMER,roe_delta,10,10,1.0
2022-08-24,ENERGY,roe_delta,10,10,1.0
2022-08-24,HEALTH,roe_delta,10,10,1.0
2022-08-24,INDUSTRIAL,roe_delta,10,10,1.0
2022-08-24,TECH,roe_delta,10,10,1.0
2022-08-25,BANK,roe_delta,10,10,1.0
2022-08-25,CONSUMER,roe_delta,10,10,1.0
2022-08-25,ENERGY,roe_delta,10,10,1.0
2022-08-25,HEALTH,roe_delta,10,10,1.0
2022-08-25,INDUSTRIAL,roe_delta,10,10,1.0
2022-08-25,TECH,roe_delta,10,10,1.0
2022-08-26,BANK,roe_delta,10,10,1.0
2022-08-26,CONSUMER,roe_delta,10,10,1.0
2022-08-26,ENERGY,roe_delta,10,10,1.0
2022-08-26,HEALTH,roe_delta,10,10,1.0
2022-08-26,INDUSTRIAL,roe_delta,10,10,1.0
2022-08-26,TECH,roe_delta,10,10,1.0
2022-08-29,BANK,roe_delta,10,10,1.0
2022-08-29,CONSUMER,roe_delta,10,10,1.0
2022-08-29,ENERGY,roe_delta,10,10,1.0
2022-08-29,HEALTH,roe_delta,10,10,1.0
2022-08-29,INDUSTRIAL,roe_delta,10,10,1.0
2022-08-29,TECH,roe_delta,10,10,1.0
2022-08-30,BANK,roe_delta,10,10,1.0
2022-08-30,CONSUMER,roe_delta,10,10,1.0
2022-08-30,ENERGY,roe_delta,10,10,1.0
2022-08-30,HEALTH,roe_delta,10,10,1.0
2022-08-30,INDUSTRIAL,roe_delta,10,10,1.0
2022-08-30,TECH,roe_delta,10,10,1.0
2022-08-31,BANK,roe_delta,10,10,1.0
2022-08-31,CONSUMER,roe_delta,10,10,1.0
2022-08-31,ENERGY,roe_delta,10,10,1.0
2022-08-31,HEALTH,roe_delta,10,10,1.0
